City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Markova,UA,2021-11-08 01:36:08,48.6758,24.4138,41.81,91,100,4.09
296,Xining,CN,2021-11-08 01:36:08,36.6167,101.7667,21.97,48,99,1.81
297,Mayo,US,2021-11-08 01:36:08,38.8876,-76.5119,51.13,76,1,0.0
298,Salinopolis,BR,2021-11-08 01:36:09,-0.6136,-47.3561,78.57,87,55,7.49
299,Leningradskiy,RU,2021-11-08 01:36:09,69.3833,178.4167,7.66,83,42,9.71
300,Santa Isabel Do Rio Negro,BR,2021-11-08 01:36:09,-0.4139,-65.0192,73.71,98,97,1.86
301,Khandyga,RU,2021-11-08 01:36:10,62.6667,135.6,-5.53,94,99,5.35
302,Namatanai,PG,2021-11-08 01:36:10,-3.6667,152.4333,86.5,61,76,12.55
303,Anta,IN,2021-11-08 01:36:10,25.15,76.3,68.76,45,55,2.8
304,Am Timan,TD,2021-11-08 01:36:11,11.0297,20.2827,77.05,32,80,4.09
305,Mehamn,NO,2021-11-08 01:36:11,71.0357,27.8492,27.25,81,100,2.93
306,Uren,RU,2021-11-08 01:36:11,57.4552,45.7852,35.17,97,100,9.4
307,Palana,RU,2021-11-08 01:36:11,59.1167,159.9667,25.5,77,100,14.83
308,Torbay,CA,2021-11-08 01:24:02,47.6666,-52.7314,46.76,84,90,12.66
309,Sumbe,AO,2021-11-08 01:36:12,-11.2061,13.8437,74.32,86,81,2.17
310,Lazarev,RU,2021-11-08 01:36:12,52.225,141.5131,28.81,44,2,12.53
311,Agadir,MA,2021-11-08 01:36:12,30.4202,-9.5982,52.25,39,0,5.97
312,Kochi,IN,2021-11-08 01:36:13,9.9399,76.2602,75.18,92,100,6.31
313,Kibakwe,TZ,2021-11-08 01:36:13,-6.7167,36.3667,63.77,79,100,3.87
314,Chernyshevskiy,RU,2021-11-08 01:36:13,63.0128,112.4714,23.04,93,100,9.64
315,Brae,GB,2021-11-08 01:36:14,60.3964,-1.353,40.91,67,100,5.46
316,Tual,ID,2021-11-08 01:36:14,-5.6667,132.75,84.78,73,36,6.64
317,Durban,ZA,2021-11-08 01:31:51,-29.8579,31.0292,70.92,95,100,2.01
318,Arman,RU,2021-11-08 01:36:14,59.7,150.1667,22.8,89,100,8.5
319,Lingolsheim,FR,2021-11-08 01:36:14,48.5575,7.6825,47.88,81,90,1.14
320,Bontang,ID,2021-11-08 01:36:15,0.1333,117.5,77.65,90,100,3.24
321,Pevek,RU,2021-11-08 01:26:30,69.7008,170.3133,3.88,93,100,6.29
322,Bandarbeyla,SO,2021-11-08 01:36:15,9.4942,50.8122,76.5,70,86,9.64
323,Berlevag,NO,2021-11-08 01:36:15,70.8578,29.0864,29.97,67,100,9.17
324,Wajid,SO,2021-11-08 01:37:16,3.8093,43.2471,72.0,87,36,13.4
325,Praxedis Guerrero,MX,2021-11-08 01:37:16,31.3667,-106.0167,76.59,27,33,2.55
326,Hamilton,US,2021-11-08 01:35:30,39.1834,-84.5333,52.43,70,1,0.0
327,Rafai,CF,2021-11-08 01:37:16,4.95,23.9167,68.31,98,99,2.91
328,Isangel,VU,2021-11-08 01:37:17,-19.55,169.2667,82.51,65,40,5.75
329,Alghero,IT,2021-11-08 01:37:17,40.5589,8.3181,54.99,93,0,2.3
330,Tessalit,ML,2021-11-08 01:37:17,20.1986,1.0114,78.24,21,56,7.58
331,Lagoa,PT,2021-11-08 01:37:17,39.05,-27.9833,68.16,86,3,23.8
332,Puerto Madryn,AR,2021-11-08 01:32:20,-42.7692,-65.0385,61.43,50,72,5.5
333,Acapulco,MX,2021-11-08 01:33:00,16.8634,-99.8901,82.22,83,40,4.61
334,Tarakan,ID,2021-11-08 01:37:18,3.3,117.6333,81.9,83,75,3.44
335,Codrington,AU,2021-11-08 01:37:18,-38.2667,141.9667,58.62,55,100,4.68
336,Moree,AU,2021-11-08 01:37:18,-29.4667,149.85,77.02,57,40,13.8
337,Mahajanga,MG,2021-11-08 01:37:18,-15.7167,46.3167,75.22,83,20,2.3
338,Ulaanbaatar,MN,2021-11-08 01:37:19,47.9077,106.8832,10.53,72,0,0.0
339,Ambilobe,MG,2021-11-08 01:37:19,-13.2,49.05,73.58,79,6,3.04
340,Chara,RU,2021-11-08 01:37:19,56.9064,118.2631,9.43,71,97,0.83
341,Jerusalem,IL,2021-11-08 01:36:19,31.769,35.2163,63.72,41,0,1.01
342,Atambua,ID,2021-11-08 01:37:19,-9.1061,124.8925,85.69,63,88,3.15
343,Progreso,MX,2021-11-08 01:37:20,21.2833,-89.6667,75.31,63,90,11.97
344,Savannah Bight,HN,2021-11-08 01:37:20,16.45,-85.85,80.91,66,99,23.24
345,Olafsvik,IS,2021-11-08 01:37:20,64.8945,-23.7142,35.2,99,100,28.61
346,Laguna,US,2021-11-08 01:37:20,38.421,-121.4238,58.91,53,1,5.75
347,Matara,LK,2021-11-08 01:37:21,5.9485,80.5353,77.11,85,100,11.23
348,Gladstone,AU,2021-11-08 01:37:21,-23.85,151.25,81.79,74,90,12.66
349,Chimbarongo,CL,2021-11-08 01:37:21,-34.7,-71.05,65.28,43,0,2.06
350,Sterling,US,2021-11-08 01:35:39,39.0062,-77.4286,48.99,77,40,3.0
351,Pangoa,PE,2021-11-08 01:37:22,-12.1167,-73.0,68.52,99,100,1.61
352,Zyryanka,RU,2021-11-08 01:37:22,65.75,150.85,5.25,93,100,10.0
353,Iracoubo,GF,2021-11-08 01:37:22,5.4802,-53.2011,79.75,83,100,10.63
354,Luderitz,NA,2021-11-08 01:27:40,-26.6481,15.1594,56.66,84,0,9.22
355,Kapuskasing,CA,2021-11-08 01:37:01,49.4169,-82.4331,44.69,93,75,4.61
356,Whitecourt,CA,2021-11-08 01:37:22,54.1502,-115.6855,31.24,69,75,5.75
357,Noyabrsk,RU,2021-11-08 01:37:23,63.1994,75.4507,33.13,98,100,16.62
358,Mizdah,LY,2021-11-08 01:37:23,31.4451,12.9801,66.7,30,7,3.02
359,Mpulungu,ZM,2021-11-08 01:37:23,-8.7623,31.1141,76.48,45,57,6.93
360,Mali,GN,2021-11-08 01:37:24,12.079,-12.2982,63.86,68,21,2.91
361,Westport,US,2021-11-08 01:37:24,41.1415,-73.3579,51.75,72,1,5.75
362,San Juan,AR,2021-11-08 01:36:01,-31.5375,-68.5364,72.28,34,1,10.74
363,Oktyabrskiy,RU,2021-11-08 01:37:24,54.4815,53.471,31.98,93,45,5.68
364,Nanortalik,GL,2021-11-08 01:37:24,60.1432,-45.2371,30.65,61,100,2.51
365,Spornoye,RU,2021-11-08 01:37:25,50.8448,37.2913,42.82,76,100,11.63
366,Sao Filipe,CV,2021-11-08 01:37:25,14.8961,-24.4956,78.15,73,100,8.16
367,Douentza,ML,2021-11-08 01:37:25,14.9951,-2.9517,88.9,20,100,4.54
368,Amberley,US,2021-11-08 01:37:25,39.2048,-84.428,52.03,69,1,0.0
369,Saint John,CA,2021-11-08 01:34:20,45.2727,-66.0677,41.38,92,1,2.3
370,Kuminskiy,RU,2021-11-08 01:37:26,58.6667,66.5667,32.97,97,100,10.13
371,Luba,GQ,2021-11-08 01:38:26,3.4568,8.5547,79.63,84,91,4.9
372,The Valley,AI,2021-11-08 01:38:26,18.217,-63.0578,77.83,75,66,14.2
373,Hearst,CA,2021-11-08 01:38:26,49.6835,-83.6665,39.45,89,97,4.9
374,Nieuw Amsterdam,SR,2021-11-08 01:38:27,5.8833,-55.0833,79.02,89,34,8.7
375,Teodoro Sampaio,BR,2021-11-08 01:38:27,-22.5325,-52.1675,73.99,85,77,3.18
376,Neya,RU,2021-11-08 01:38:27,58.2972,43.8681,34.66,97,100,8.77
377,Krasnyy Chikoy,RU,2021-11-08 01:38:27,50.3643,108.7512,20.68,60,68,2.84
378,Nome,US,2021-11-08 01:37:56,64.5011,-165.4064,21.27,74,90,11.5
379,Manokwari,ID,2021-11-08 01:38:28,-0.8667,134.0833,85.05,67,49,11.41
380,Tabuk,PH,2021-11-08 01:38:28,17.4189,121.4443,84.33,70,92,4.65
381,Saint-Joseph,RE,2021-11-08 01:38:28,-21.3667,55.6167,71.96,80,18,8.75
382,Arawa,PG,2021-11-08 01:38:29,-6.2132,155.5367,88.05,53,5,6.44
383,Scarisoara,RO,2021-11-08 01:38:29,44.0,24.5667,50.38,84,97,3.27
384,Rosarito,MX,2021-11-08 01:38:29,32.3333,-117.0333,64.94,80,1,2.44
385,Mosetse,BW,2021-11-08 01:38:29,-20.75,26.65,77.7,38,6,8.37
386,Plettenberg Bay,ZA,2021-11-08 01:38:30,-34.0527,23.3716,57.97,91,100,3.06
387,Port Antonio,JM,2021-11-08 01:38:30,18.18,-76.4612,82.31,83,80,4.29
388,Beira,MZ,2021-11-08 01:38:30,-19.8436,34.8389,71.13,88,0,4.65
389,Chumikan,RU,2021-11-08 01:38:30,54.7183,135.315,24.15,55,0,20.65
390,Coihaique,CL,2021-11-08 01:38:31,-45.5752,-72.0662,49.95,66,0,3.44
391,Amberieu-En-Bugey,FR,2021-11-08 01:38:31,45.9589,5.3432,48.06,96,99,6.35
392,Lujan,AR,2021-11-08 01:38:31,-34.5703,-59.105,66.97,79,0,7.2
393,Severo-Yeniseyskiy,RU,2021-11-08 01:38:31,60.3725,93.0408,26.13,88,100,14.65
394,Pitimbu,BR,2021-11-08 01:38:32,-7.4706,-34.8086,79.39,80,55,10.45
395,Bonthe,SL,2021-11-08 01:38:32,7.5264,-12.505,77.9,85,13,1.83
396,Samdari,IN,2021-11-08 01:38:32,25.8167,72.5833,73.09,29,96,5.32
397,Umm Kaddadah,SD,2021-11-08 01:38:32,13.6017,26.6876,78.01,20,5,14.2
398,Ancud,CL,2021-11-08 01:38:33,-41.8697,-73.8203,55.42,96,95,2.8
399,Pafos,CY,2021-11-08 01:38:33,34.7667,32.4167,60.58,31,24,6.91
400,Fort Nelson,CA,2021-11-08 01:38:33,58.8053,-122.7002,24.39,93,90,3.44
401,Ha Tinh,VN,2021-11-08 01:38:33,18.3333,105.9,68.2,92,100,15.1
402,La Palma,US,2021-11-08 01:38:34,33.8464,-118.0467,70.41,81,1,1.01
403,Tateyama,JP,2021-11-08 01:38:34,34.9833,139.8667,68.14,56,99,15.99
404,Sitka,US,2021-11-08 01:38:34,57.0531,-135.33,44.49,57,40,8.05
405,Gat,IL,2021-11-08 01:38:34,31.61,34.7642,71.4,29,0,2.66
406,Rio Gallegos,AR,2021-11-08 01:36:39,-51.6226,-69.2181,48.25,49,20,14.97
407,Bagdarin,RU,2021-11-08 01:38:35,54.4333,113.6,15.15,69,99,1.72
408,Ormond Beach,US,2021-11-08 01:38:35,29.2858,-81.0559,60.13,72,1,1.01
409,Jizan,SA,2021-11-08 01:38:35,17.3333,42.6667,81.54,64,0,2.26
410,Yakeshi,CN,2021-11-08 01:38:35,49.2833,120.7333,20.7,44,1,3.89
411,Lumut,MY,2021-11-08 01:38:36,4.2323,100.6298,82.42,78,20,5.75
412,Teguise,ES,2021-11-08 01:38:36,29.0605,-13.564,62.82,68,20,19.57
413,Olean,US,2021-11-08 01:39:36,42.0776,-78.4297,49.21,90,1,1.99
414,Hammerfest,NO,2021-11-08 01:39:37,70.6634,23.6821,28.85,86,90,5.75
415,Snezhnogorsk,RU,2021-11-08 01:39:37,69.1933,33.2531,15.58,84,97,16.11
416,Tete,MZ,2021-11-08 01:39:37,-16.1564,33.5867,84.29,45,0,4.61
417,Belozerskoye,RU,2021-11-08 01:39:37,55.8214,65.5842,39.85,70,100,19.33
418,Hami,CN,2021-11-08 01:39:38,42.8,93.45,27.18,43,4,6.58
419,Diapaga,BF,2021-11-08 01:39:38,12.0708,1.7889,77.94,19,45,2.48
420,Krasnoselkup,RU,2021-11-08 01:39:38,65.7,82.4667,32.77,95,100,21.23
421,Granadilla De Abona,ES,2021-11-08 01:39:38,28.1188,-16.576,61.83,56,20,23.02
422,Banikoara,BJ,2021-11-08 01:36:21,11.2985,2.4386,75.18,25,93,3.71
423,Sorland,NO,2021-11-08 01:39:39,67.667,12.6934,41.22,55,96,14.92
424,Aksu,CN,2021-11-08 01:39:39,41.1231,80.2644,27.9,29,0,2.44
425,Narsaq,GL,2021-11-08 01:39:39,60.9167,-46.05,32.22,82,100,1.61
426,Fukue,JP,2021-11-08 01:38:50,32.6881,128.8419,70.16,88,75,16.11
427,Japura,ID,2021-11-08 01:39:40,-0.3167,102.35,80.98,81,99,2.89
428,Yar-Sale,RU,2021-11-08 01:39:40,66.8333,70.8333,20.19,90,100,9.84
429,Dabou,CI,2021-11-08 01:39:40,5.3256,-4.3769,78.6,88,29,6.46
430,Ostrovnoy,RU,2021-11-08 01:39:41,68.0531,39.5131,23.97,87,99,12.86
431,Quatre Cocos,MU,2021-11-08 01:37:47,-20.2078,57.7625,75.31,81,86,10.98
432,Bathsheba,BB,2021-11-08 01:39:41,13.2167,-59.5167,81.21,78,40,14.97
433,Ilhabela,BR,2021-11-08 01:38:15,-23.7781,-45.3581,67.64,82,16,3.02
434,Salihorsk,BY,2021-11-08 01:39:42,52.7876,27.5415,44.33,83,100,15.17
435,Vung Tau,VN,2021-11-08 01:38:53,10.346,107.0843,83.35,78,68,19.24
436,Trelew,AR,2021-11-08 01:38:52,-43.249,-65.3051,62.51,45,100,6.96
437,Butembo,CD,2021-11-08 01:39:42,0.15,29.2833,58.68,90,93,2.1
438,Poronaysk,RU,2021-11-08 01:39:42,49.2167,143.1167,35.37,47,100,4.68
439,Gornyak,RU,2021-11-08 01:39:43,50.9942,81.4661,23.31,59,100,11.34
440,Urusha,RU,2021-11-08 01:39:43,54.05,122.9,16.5,61,2,2.01
441,Great Falls,US,2021-11-08 01:36:41,47.5002,-111.3008,39.65,36,1,5.01
442,Tiarei,PF,2021-11-08 01:39:43,-17.5333,-149.3333,80.62,76,11,6.49
443,Colares,PT,2021-11-08 01:39:43,38.7992,-9.4469,57.33,59,30,5.01
444,Flinders,AU,2021-11-08 01:39:44,-34.5833,150.8552,75.79,76,36,5.99
445,Kieta,PG,2021-11-08 01:39:44,-6.2167,155.6333,86.52,56,6,5.93
446,Inhambane,MZ,2021-11-08 01:39:44,-23.865,35.3833,71.78,89,46,5.59
447,Khorixas,NA,2021-11-08 01:39:44,-20.3667,14.9667,60.93,36,71,7.7
448,Sao Joao Da Barra,BR,2021-11-08 01:39:45,-21.6403,-41.0511,71.1,76,100,7.34
449,Troitskoye,RU,2021-11-08 01:39:45,52.9821,84.6757,27.01,67,78,9.84
450,Genhe,CN,2021-11-08 01:39:45,50.7833,121.5167,21.27,49,0,3.29
451,Andenes,NO,2021-11-08 01:38:53,69.3143,16.1194,35.58,75,75,17.27
452,Kitob,UZ,2021-11-08 01:39:46,39.0843,66.8332,39.78,53,100,4.97
453,Manta,EC,2021-11-08 01:39:46,-0.95,-80.7333,71.38,83,75,10.36
454,Salalah,OM,2021-11-08 01:39:46,17.0151,54.0924,75.29,69,0,3.44
455,Mandurah,AU,2021-11-08 01:39:46,-32.55,115.7,72.16,53,25,11.36
456,Dixon,US,2021-11-08 01:38:31,38.4455,-121.8233,58.95,52,1,0.0
457,Xingyi,CN,2021-11-08 01:39:47,24.1877,102.817,48.56,83,97,4.85
458,Turbat,PK,2021-11-08 01:40:47,26.0023,63.044,71.42,29,0,4.09
459,Almaznyy,RU,2021-11-08 01:40:47,48.0448,40.045,33.94,69,91,6.71
460,Saint-Francois,FR,2021-11-08 01:40:47,46.4154,3.9054,47.48,93,90,4.61
461,Basco,PH,2021-11-08 01:40:48,20.4487,121.9702,81.54,79,4,8.72
462,Ayagoz,KZ,2021-11-08 01:40:48,47.9714,80.4392,7.25,88,13,4.34
463,Marinhais,PT,2021-11-08 01:40:48,39.0473,-8.7024,57.33,92,36,2.57
464,Vanimo,PG,2021-11-08 01:40:49,-2.6741,141.3028,86.72,65,55,9.19
465,Alenquer,BR,2021-11-08 01:40:49,-1.9417,-54.7383,77.34,77,79,2.39
466,Sai Buri,TH,2021-11-08 01:40:49,6.7013,101.6168,87.82,74,28,9.13
467,Fare,PF,2021-11-08 01:40:49,-16.7,-151.0167,79.27,73,7,7.72
468,Nanakuli,US,2021-11-08 01:40:50,21.3906,-158.1547,85.95,59,1,10.36
469,Anloga,GH,2021-11-08 01:40:50,5.7947,0.8973,77.22,81,69,9.6
470,Opuwo,NA,2021-11-08 01:40:50,-18.0607,13.84,65.7,38,80,1.7
471,Baruun-Urt,MN,2021-11-08 01:40:50,46.6806,113.2792,21.4,54,7,5.21
472,Tromso,NO,2021-11-08 01:40:51,69.6496,18.957,32.02,93,75,17.27
473,Tshela,CD,2021-11-08 01:40:51,-4.9833,12.9333,73.54,98,100,1.74
474,Ramban,IN,2021-11-08 01:40:51,33.25,75.25,49.62,44,0,9.95
475,Zhigansk,RU,2021-11-08 01:40:51,66.7697,123.3711,7.36,94,100,26.93
476,Tonshayevo,RU,2021-11-08 01:40:52,57.736,47.0127,34.97,89,100,8.1
477,Micheweni,TZ,2021-11-08 01:40:52,-4.9667,39.8333,75.63,82,100,3.74
478,Winneba,GH,2021-11-08 01:40:52,5.3511,-0.6231,73.87,89,18,7.63
479,Sistranda,NO,2021-11-08 01:40:53,63.7256,8.834,34.9,71,100,12.59
480,Tabas,IR,2021-11-08 01:40:53,33.5959,56.9244,52.21,24,100,3.85
481,Yurla,RU,2021-11-08 01:40:53,59.3259,54.3223,32.74,85,79,9.19
482,Mount Gambier,AU,2021-11-08 01:40:53,-37.8333,140.7667,60.71,51,90,10.36
483,Mitsamiouli,KM,2021-11-08 01:40:54,-11.3847,43.2844,78.85,76,40,8.84
484,Tabou,CI,2021-11-08 01:40:54,4.423,-7.3528,78.37,88,100,5.3
485,Maragogi,BR,2021-11-08 01:40:54,-9.0122,-35.2225,77.27,86,5,7.74
486,Morant Bay,JM,2021-11-08 01:40:55,17.8815,-76.4093,82.02,85,69,2.59
487,Jiazi,CN,2021-11-08 01:40:55,22.8779,116.067,65.37,61,35,15.28
488,Lianran,CN,2021-11-08 01:40:55,24.9227,102.485,37.94,76,95,4.56
489,Sioux Lookout,CA,2021-11-08 01:36:28,50.1001,-91.917,48.58,81,90,3.44
490,Paka,MY,2021-11-08 01:40:56,4.6374,103.4368,82.33,89,20,0.0
491,Yenagoa,NG,2021-11-08 01:40:56,4.9247,6.2642,75.51,94,96,2.89
492,Samarai,PG,2021-11-08 01:40:56,-10.6167,150.6667,84.99,72,3,14.03
493,Ahipara,NZ,2021-11-08 01:40:56,-35.1667,173.1667,66.18,78,41,5.5
494,Cabedelo,BR,2021-11-08 01:40:56,-6.9811,-34.8339,79.47,80,88,11.34
495,Sampit,ID,2021-11-08 01:40:57,-2.5333,112.95,74.73,99,100,1.07
496,Lake City,US,2021-11-08 01:40:57,30.1897,-82.6393,53.65,87,1,0.0
497,Zlitan,LY,2021-11-08 01:40:57,32.4674,14.5687,73.85,44,87,14.92
498,Comodoro Rivadavia,AR,2021-11-08 01:38:47,-45.8667,-67.5,62.46,48,0,5.75
499,Bismarck,US,2021-11-08 01:40:57,46.8083,-100.7837,48.04,67,20,6.91
500,Beloha,MG,2021-11-08 01:40:58,-25.1667,45.05,71.87,56,63,5.48
501,San Andres,CO,2021-11-08 01:40:05,12.5847,-81.7006,82.42,78,75,5.75
502,Seoul,KR,2021-11-08 01:40:53,37.5683,126.9778,49.39,87,90,8.05
503,Terrace,CA,2021-11-08 01:41:20,54.5163,-128.6035,37.42,100,90,3.44
504,Loa Janan,ID,2021-11-08 01:41:58,-0.583,117.095,77.13,95,100,2.21
505,Taitung,TW,2021-11-08 01:41:51,22.7583,121.1444,77.27,69,75,3.44
506,Aripuana,BR,2021-11-08 01:39:54,-9.1667,-60.6333,71.82,99,90,1.57
507,Barreiras,BR,2021-11-08 01:41:58,-12.1528,-44.99,70.54,94,98,1.95
508,Flin Flon,CA,2021-11-08 01:41:59,54.7682,-101.865,33.69,75,100,4.36
509,Nerchinskiy Zavod,RU,2021-11-08 01:41:59,51.3088,119.61,18.14,61,2,3.2
510,San Quintin,MX,2021-11-08 01:41:59,30.4833,-115.95,62.31,83,28,5.37
511,Vuktyl,RU,2021-11-08 01:41:59,63.8567,57.3094,30.79,97,100,6.87
512,Berberati,CF,2021-11-08 01:42:00,4.2612,15.7922,67.91,98,98,0.81
513,Ekibastuz,KZ,2021-11-08 01:42:00,51.6667,75.3667,29.19,46,53,14.94
514,Prince Rupert,CA,2021-11-08 01:42:00,54.3161,-130.3201,40.69,84,100,10.36
515,Port Macquarie,AU,2021-11-08 01:40:19,-31.4333,152.9167,76.96,63,89,9.46
516,Biankouma,CI,2021-11-08 01:42:01,7.7391,-7.6138,69.66,84,61,3.49
517,Pine Bluff,US,2021-11-08 01:42:01,34.2284,-92.0032,55.38,71,1,0.0
518,Guarapari,BR,2021-11-08 01:40:03,-20.6667,-40.4975,71.89,83,100,4.56
519,Springbok,ZA,2021-11-08 01:42:02,-29.6643,17.8865,47.01,82,87,14.81
520,Mercedes,AR,2021-11-08 01:42:02,-34.6515,-59.4307,65.86,74,0,7.14
521,Paamiut,GL,2021-11-08 01:42:03,61.994,-49.6678,18.01,66,0,6.62
522,Pacific Grove,US,2021-11-08 01:37:55,36.6177,-121.9166,59.43,78,1,5.01
523,Gazimurskiy Zavod,RU,2021-11-08 01:42:03,51.5461,118.3266,18.28,61,3,0.94
524,Chikwawa,MW,2021-11-08 01:42:03,-16.0335,34.8009,75.63,40,0,1.68
525,Watsa,CD,2021-11-08 01:42:03,3.0372,29.5355,62.02,98,52,3.13
526,Urumqi,CN,2021-11-08 01:42:04,43.801,87.6005,14.95,73,0,2.24
527,Mareeba,AU,2021-11-08 01:42:04,-17.0,145.4333,87.44,64,83,8.75
528,Tecoanapa,MX,2021-11-08 01:42:04,16.5167,-98.75,78.58,77,52,3.89
529,Kinsale,IE,2021-11-08 01:42:04,51.7075,-8.5306,52.23,100,90,4.61
530,Champerico,GT,2021-11-08 01:42:05,14.3,-91.9167,83.35,79,56,1.1
531,San Cristobal,VE,2021-11-08 01:42:05,7.7669,-72.225,75.38,91,97,1.63
532,Campos Altos,BR,2021-11-08 01:42:05,-19.6961,-46.1714,65.17,88,71,2.75
533,Dakar,SN,2021-11-08 01:38:11,14.6937,-17.4441,78.93,73,0,13.8
534,Umuahia,NG,2021-11-08 01:42:05,5.5263,7.4896,73.51,96,100,3.29
535,Muriwai Beach,NZ,2021-11-08 01:42:06,-36.8167,174.45,71.94,66,1,8.7
536,Morvi,IN,2021-11-08 01:42:06,22.8167,70.8333,72.61,34,100,8.59
537,San-Pedro,CI,2021-11-08 01:42:06,4.7485,-6.6363,77.18,91,80,4.32
538,Tingo Maria,PE,2021-11-08 01:42:07,-9.2895,-76.0088,70.66,98,100,1.61
539,Los Llanos De Aridane,ES,2021-11-08 01:42:07,28.6585,-17.9182,63.12,65,75,15.99
540,Constantine,DZ,2021-11-08 01:42:07,36.365,6.6147,51.21,81,75,3.44
541,Parana,AR,2021-11-08 01:42:07,-31.732,-60.5238,71.55,67,3,1.48
542,Pau,FR,2021-11-08 01:37:27,43.4167,-0.5833,51.46,100,75,1.14
543,Labuhan,ID,2021-11-08 01:42:08,-6.8844,112.2051,86.27,63,100,2.37
544,Orlik,RU,2021-11-08 01:42:08,52.5178,99.825,12.76,83,100,2.95
545,Kassiopi,GR,2021-11-08 01:42:08,39.7886,19.9186,69.1,61,65,1.01
546,Zaranj,AF,2021-11-08 01:42:08,30.9667,61.8833,50.41,38,7,6.51
547,Pangnirtung,CA,2021-11-08 01:42:09,66.1451,-65.7125,15.8,67,20,0.0
548,Ust-Kulom,RU,2021-11-08 01:42:09,61.6864,53.6902,31.14,92,98,7.9
549,Calama,CL,2021-11-08 01:42:09,-22.4667,-68.9333,59.49,15,0,5.75
550,Oranjemund,NA,2021-11-08 01:42:09,-28.55,16.4333,58.91,81,66,9.26
551,Ust-Maya,RU,2021-11-08 01:42:10,60.4167,134.5333,6.17,92,99,4.38
552,Cidreira,BR,2021-11-08 01:43:10,-30.1811,-50.2056,62.11,72,4,3.98
553,Durusu,TR,2021-11-08 01:43:10,41.3053,28.6767,57.83,93,73,3.33
554,Marienburg,PL,2021-11-08 01:38:34,54.0359,19.0266,49.05,73,44,11.39
555,Defiance,US,2021-11-08 01:43:11,41.3334,-84.45,52.41,71,1,0.0
556,Mulege,MX,2021-11-08 01:43:11,26.8833,-111.9833,74.46,55,44,1.7
557,Ganzhou,CN,2021-11-08 01:41:29,28.8184,115.4327,49.26,33,6,7.92
558,Champasak,LA,2021-11-08 01:43:11,14.75,106.0,76.08,62,79,0.6
559,Oussouye,SN,2021-11-08 01:43:11,12.485,-16.5469,78.98,75,26,6.6
560,Tiznit,MA,2021-11-08 01:43:12,29.5833,-9.5,55.36,41,0,4.76
561,Turukhansk,RU,2021-11-08 01:43:12,65.8167,87.9833,32.63,98,100,18.14
562,Teguldet,RU,2021-11-08 01:43:12,57.3064,88.1667,28.62,74,100,14.58
563,Solnechnyy,RU,2021-11-08 01:43:12,50.7214,136.6319,25.09,53,100,3.67
564,Rura,IN,2021-11-08 01:43:13,26.4833,79.9,67.95,50,100,2.01
565,Skibbereen,IE,2021-11-08 01:43:13,51.55,-9.2667,51.6,97,100,10.29
566,Abonnema,NG,2021-11-08 01:43:13,4.7084,6.7931,76.6,90,100,4.25
567,Broken Hill,AU,2021-11-08 01:43:13,-31.95,141.4333,67.71,42,75,10.36
568,Hambantota,LK,2021-11-08 01:43:14,6.1241,81.1185,77.34,94,20,4.61
569,Yeppoon,AU,2021-11-08 01:43:14,-23.1333,150.7333,87.58,62,69,10.94
570,Phuket,TH,2021-11-08 01:43:14,8.0,98.25,86.09,83,20,6.91
571,Samana,DO,2021-11-08 01:43:14,19.2056,-69.3369,76.37,85,73,5.08
572,Babstovo,RU,2021-11-08 01:43:15,48.1167,132.4833,29.52,42,100,5.46
573,Tanabe,JP,2021-11-08 01:43:15,33.7333,135.3667,72.61,64,75,13.8
